board,title,content,time
Gossiping,[爆卦] 日本靜岡縣議員被爆在網路上大量拍賣口罩,   日本靜岡縣縣議員諸田洋之，被發現自上個月5號起以2000片為單位，  持續在日雅拍拍賣醫療用口罩達大約五十次  每次拍賣大約以數萬圓至十餘萬圓的價錢賣出，  其中有競標次數達百次以上的，也有結標金額達到17萬圓的    諸田議員面對採訪承認確有其事，並說明口罩是數年前MERS大流行時  他經營的貿易公司自中國進貨的，並非不當轉賣  但為了避免不必要的誤解，已在3/6日將商品全數下架      太蠢了吧  拍賣所得怎麼加也不會超過一千萬圓，也不過就是兩三百萬，還是在日本  還不如拿來正常販售更能回饋選民、為未來的政治路鋪路  結果為了賺這點零用錢可能要辭職了~    アムロ：何で発表制限を落す！これではスレッドの言論は寒くなりPTTの冬が来るぞ！ シャア：PTTの住人達は嫌がらせる事しか考えていない，だから好きにしろと宣言した。 アムロ：管理者がBBSを荒らせるなどと！ シャア：私、シャア・アズナブルが祭りにしようというのだ，アムロ。 アムロ：エゴだよ、それは！ シャア：PTTが持たん時が来ているのだ。   ,2020-03-08 02:50:10
Gossiping,[問卦] 臨時搭車沒口罩可以用外套綁住口鼻代替嗎, 如題  現在全國強制規定搭大眾運輸要戴口罩  相信大部分人應該都有提前部署，準備好口罩了  但如果在路上臨時要搭捷運公車計程車，身邊不巧又正好沒有口罩，  那麼可以用外套綁住口鼻代替口罩嗎？  以防護的觀點來看，因為布口罩也可符合規定，  拿更厚的外套綁住口鼻，防護力應該比布口罩更好。  但從政府管理的觀點來看，今天容許用外套綁住口鼻代替，  以後說不定還會衍生出各種稀奇古怪的方式來規避戴口罩。  那麼，如果臨時搭車身上沒口罩又買不到也沒有好心人贈送，  可以用外套綁住口鼻代替口罩嗎？    ,2020-04-06 11:07:44
Gossiping,[問卦] 八卦板是不是開始跟現實脫鉤？, 欸欸欸  防疫議題在板上討論了上千篇有餘，板上風向一變再變劇本跌宕起伏  可是我看現實中根本沒人在意這事，其他論壇也沒人鑽牛角尖討論這事  就只有八卦板再吵這事，不知道的人還以為這議題會亡國亡種  是不是八卦板開始與現實事件脫鉤遺世獨立？   ,2020-02-23 13:43:40
Gossiping,Re: [問卦] 50萬人馬拉松跟萬人裸祭？日本在想啥, ※ 引述《rick102233 ()》之銘言： : 日本全國11地舉辦馬拉松大會 :  : 神奈川 靜岡 愛知 東京都 大阪 德島 : 高知 福岡 熊本 沖繩 : 僅東京就三萬多人參加… : 3＊11加工作人員、路人等最少也有50萬人參與 :  :  : 再加一個萬人裸祭 :  :  : 已經是世界第二大疫區 : 才剛承認肺炎開始流行、感染原因不明 : 還是搞馬拉松跟裸祭，呼吸頻率更高風險更大 : 原來還有比萬家宴更猛的 : 日本在幹嘛啊 東京馬拉松有反應了 這次比較快 早上討論下午就有結論   簡單說就是只給專業的跑了 一般的不給跑 男女只剩200人可以跑... 今年好不容易抽到的台灣人 還沒退的恐怕又得退一波了  然後2/23天皇誕生日「一般參賀」也中止了 畢竟天皇如果剛上任沒多久就怎樣 這可是要公開切腹的....   ,2020-02-17 14:14:26
Gossiping,Re: [政治] 民眾黨FB 建議換防疫指揮官, ※ 引述《skyabsence (333)》之銘言： : 先講結論 這篇就是想出來秀TMD的存在感 疫情啥的根本沒在關心 : 今天記者會14:25~30分陳時中回應武漢包機問題時就有說了 : 在觀察期內，方向上以包機為主，不排除定點定時航班，將風險框在一定範圍。 : 滯留人員回來後還是要集中檢疫。 : 指揮中心在疫情的管控我們當然有一個絕對的自主權 : 但是在國家的管理上當然是以行政院為主     所以簡單來說湖北武漢台灣人的問題不是防疫問題是政治問題     因為防疫指揮官昨天從防疫觀點就是解封那各自回來     但是指揮官雖然是防疫最高指揮     但是上面還有管全國行政的行政長官他還要考慮防疫以外的事情...     所以你還是要聽行政長官的指揮     因此今天告訴你了 武漢台人的防疫措施  還是要依行政長官意見為主     因此防疫還是要對政治低頭懂不?!     : 結果阿 號稱國會第三大黨的台灣民眾黨 在14:42發這篇文出來 :  號稱國會第三大黨的TMD : 連中央流行疫情指揮中心記者會都沒人在看嗎? 不用關心記者會的內容嗎? : 為何你的問題在今天14:25~30就解答完畢了 卻還在14:42發這種質疑文 : 還是疫情記者會啥的根本不重要? 只要發文能夠打擊政敵才是首要? : 最好笑的是下面一堆護航的 只能說 : #這粉很純 #可憐哪 #相信CF   ,2020-03-25 18:19:53
Gossiping,Re: [新聞] 魔術方塊解法被盜 台灣紀錄保持人怒告違," 我也很好奇  程式語言也不是一般人發明的  一般人寫寫演算法就是一直套用程式語言的各種結構跟邏輯  誰都有可能靈機一動寫出類似的東西  我最近一個被告的  "" (輸入-上次輸入)*平滑參數 ""  就這樣簡單一行  然後被告說侵犯權利  我真的看不出來這樣一行程式也能算智財喔? = =  誠心發問  ※ 引述《kober5566 (強暴犯56)》之銘言： : 文中說是他發明的公式 : 肥宅想知道的是這有辦法申請專利嗎？ : 魔術方塊又不是他發明的 : 公式只是再那邊轉 : 誰都能那樣轉 : 請問這怎麼算啊？ : 推文一堆人在酸模仿的沒智財觀念 : 我真的看不出來這能算智財嗎？= = : 誠心發問   ",2020-02-01 13:09:20
Gossiping,[問卦] 台灣要怎麼面對聯邦憲法第二修正案？,  剛剛鄉民貼了美台商會說：  川普想買島  就把台灣買下來  要是大統領鐵了心行動  台灣加入聯邦的日子就近了    可是就算不是州，變成屬地好了  聯邦憲法第二修正案的擁槍權  就得要落實了  台灣人已經準備好…  全民可以bang bang bang的日子了嗎？  卦？   ,2020-03-09 18:02:15
Gossiping,[問卦] 比特犬會上健身房嗎,     如題  肥宅隔壁的比特犬  母ㄉ 從小養大沒啥攻擊性  每天看她吃飽飽跑來我家喝魚池   但還是有線條  我就去問她   比特犬ㄚ比特犬  妳的肌肉怎麼那麼大  是去萵苣還是健身工廠  但她聽不懂就躺睡了    有國內的資深狗玩家能分享  比特犬的肌肉都是用什麼器材在哪裡練的嗎    ,2019-11-20 12:36:38
Gossiping,[問卦]  一步一步往前走 我要做追風的英雄,  肩上扛著風　腳下踩著土  心中一句話　  不認輸  我用火熱一顆心　  寫青春  不管這世界有多冷   就讓豪雨打在我背上  就算寂寞比夜還要長  誰能瞭解我　誰會在乎我  少年的夢   追逐天邊最冷的北風  尋找世界最高的山峰  我把孤獨當作朋友  天地任我遨遊　  不為誰停留  雖然很多事情我不雖然懂  留下的傷會很痛  我把淚水藏在眼中  一步一步往前走    我要做追風的英雄     各位肥宅早上好嗎  就算周末也不能睡懶覺哦  可4今天好冷  出門買葛早餐就被風一直吹  這樣肥宅應該算是追風肥宅ㄅ  噗噗  就算是肥宅  應該也可以有當追風英雄的夢想吧  可以麻  卦卦   俺達は一分前の俺達よりも進化する 一回転すればほんの少しだが前に進む それがドリルなんだよ！！  我們比起前一分鐘的我們更為進化 每旋轉一回就能稍加前進一步 那就是鑽頭啊！！   ,2020-04-25 08:18:06
Gossiping,[問卦] 蚊子一直吵, 大家好 又是城武我啦  事情是這樣的 幹你老師半夜睡覺蚊子一直飛來飛去 有夠吵欸是怎樣蚊子不用睡覺嗎  媽的本帥躺在床上一有聲音就開始亂打 可是從來沒有打到過==  有沒有半夜睡覺被蚊子吵可以怎麼辦的八卦啊。。。   ,2020-03-12 02:11:31
Gossiping,[問卦] 多久洗一次澡,  各位都多久洗一次澡 我有朋友分別是一週一次跟一天二次 一般多久洗一次澡比較好  - ,2019-12-22 00:11:06
Gossiping,[問卦] 看過大力水手的人都幾歲了啊？,  我今天剛好滿23啦  宅宅我昨天想起小時候看過這部卡通，但我問我同事都說沒看過  其實劇情我也忘了，只記得每次主角吃菠菜以後就會長肌肉出來  還有OP歌詞是「卜派 the sailor man “do~do~”」  有沒有看過大力水手的人都幾歲的八卦？ - ,2020-04-21 04:34:15
Gossiping,Re: [問卦] 有村架純之後 似乎帶起大餅臉的風潮？, ※ 引述《kikiki37 (441)》之銘言： : 大臉要好看很吃角度，跟五官髮型等多因素 : 不太好掌控，但最近看日本有人在直播宣傳寫真還什麼 : 點進去看，看到一位臉很大的人，她線上觀看人數竟破萬還持續增加中 : 是也不到不好看拉，才知道原來日本人都喜歡這類型的 : 查了一下似乎也是有些名氣的人，可能有人知道這位 : 有沒有日本大臉正夯的卦??  原來如此 原來是流行啊 難怪我們家坂皇不知不覺間臉也變大了 原來是為了跟上流行 那我就懂了       我們坂皇都要跟田中圭、古田新太等人同台飆戲了 大餅的部分當然也不能輸給那些一線若手女優 讚讚    大概兩年前長這樣           金村女兒 河田老婆 小坂愛人     坂道系翻譯/雜談/廢文粉專 金河坂廢文庫   ,2020-03-07 22:30:47
Gossiping,Re: [新聞] 重返立院！洪慈庸擔任立法院顧問 月, ※ 引述《coober ()》之銘言： : : 真的可悲 : : 可憐哪～ : 可憐的是那些只有考試技能 此外之外啥都不會 : 除了學歷之外 一無所有的人 : 人家參加過兩次選舉 : 有質詢提法案的經驗  有地方相對應的人脈與組織經驗 : 處理過陳情案件 面對過社會重大爭議與衝突 : 擔任這種職務 絕對夠格 : 況且這種職務本來就是隨首長一起去留的 : 成敗與否 在立法院長  你說的好 資格的問題，比他好的一狗票  真的是一狗票 選過兩次舉 提過法案的人還少嗎  要不要問問有沒有其他人被徵詢  有舔跟沒舔的差別而已 重點是為什麼是他  話說，學姊六萬回歸 八卦應該洗了上百篇文  現在12萬上任的 怎麼樣也要洗超過兩百篇，才對得起八卦吧   ,2020-02-27 21:04:48
Gossiping,Re: [新聞] 控柯文哲「抹紅」卻不起訴 邱毅被北檢間接認證「親中」, ※ 引述《rich830502 (力取)》之銘言： : 1.媒體來源:自由時報電子報 : 2.記者署名:記者錢利忠／台北報導 : 3.完整新聞標題: 控柯文哲「抹紅」卻不起訴 邱毅被北檢間接認證「親中」 : 4.完整新聞內文: : 前立委邱毅去年代表新黨角逐不分區立委，不滿遭台北市長柯文哲嘲諷：「很像是共產黨 這還滿有趣的 即使同樣都是親中的立場 一到了選舉有利益衝突時 還是會彼此互咬廝殺 但可以看出柯文哲沒有選舉戰略 他嘴邱毅純粹嘴爽得而已 根本不會有選票因為他的提醒 而本來要投就不投給邱毅 他2014的選舉戰略講得頭頭是道 看來應該是別人幫他的 加上是大順風 所以怎麼講都會對   ,2020-04-24 19:52:42
Gossiping,[問卦] 韓國瑜多少票可以拿到選舉補助款？,  目前開票已到中後段，大勢也好像已定。 但我非常好奇，韓國瑜要拿多少票才能拿到選舉補助款？讓他繼續賺繼續撈？    - ,2020-01-11 19:45:40
Gossiping,[問卦] 為什麼台北人很會走路?," 本肥發現 住台北的朋友 真的很會走路  從公館走到忠孝東路  他說一點也不遠  光華走到林森北三溫暖 OK  光華走到信義區一樓一鳳 OK  西門町走到南機場個工 OK  台北車站走到萬華廣州街流鶯 OK  捷運要搭3站的路程以內或更多  很多台北人也都可以用走的  是不是路上商店多 所以比較不容易覺得無聊  其他縣市連巷子口100m都要騎車   ※ 八卦板務請到 GossipPicket 檢舉板詢問 ※ a.張貼問卦請注意，充實文章內容、是否有專板，本板並非萬能問板。 ※ b.一天只能張貼 ""兩則"" 問卦，自刪及被刪也算兩篇之內， ※   超貼者將被水桶，請注意! ※ c.本看板嚴格禁止政治問卦，發文問卦前請先仔細閱讀相關板規。 ※ d.未滿30繁體中文字水桶3個月，嚴重者以鬧板論，請注意！ ※ (↑看完提醒請刪除ctrl + y)   ",2020-04-20 10:54:56
Gossiping,Re: [問卦] 美國撐過爆發期後中共是不是就完了？, ※ 引述《MiCy (米賽)》之銘言： : 目前美國正在爆發期 : 還沒緩和下來 : 倒是中國是撐過爆發期了 (不過那據當然還是假得很扯) : 等到美國撐過這波爆發期 : 中共是不是準備要挫勒但了？ : 我川的商人性格可不是會這樣就算了的 : 而且11/3總統大選 : 美國差不多會在6、7月間緩和下來 : 那時正好是選前三個月 : 我川打中共的力道應該會更勝以往吧？ : 有沒有中共還剩幾集可以逃的卦？   今天北京同事恢復實體上班 兩個禮拜後看他們情況就知道中國疫情狀況  我覺得反倒要擔心如果這波疫情大家挺不住 中東阿拉花瓜趁機噴剩下武器打以色列 歐美核子彈丟下去  大家想想 海底下某潛水艇 官兵染病 家人過世  於是全艦死光前發射核彈報復 這個可能性比較高吧    如果是中國半年後失控 說不定那個單位就美國. 韓國. 日本. 台灣都來一發大的  .....  大家還是少當看戲 台灣能穩定就幫其他人類 美國口罩機已經有開源了 台灣製造業多幫忙世界一點        ,2020-04-07 09:35:48
Gossiping,[問卦] 要等到疫苗出來各行各業才會恢復正常嗎,  安安  目前航空沒有什麼飛機飛進來 或飛出去  相比以往的觀光景點的確是少了很多人  如果中國武漢肺炎的疫苗還沒出來之前  是不是沒辦法恢復正常呀？  一開放飛機飛進來 一定會有破口  要等疫苗出來 然後一堆人打過了  才可以恢復正常嗎  有卦否 - ,2020-04-26 14:23:15
Gossiping,[政治] 網軍下線不認罪 楊蕙如：沒要網友發文, 1.媒體來源: 自由時報  2.記者署名 記者王聖藜／台北報導  3.完整新聞標題: 網軍下線不認罪 楊蕙如：沒要網友發文  4.完整新聞內文: 網軍下線不認罪 楊蕙如：沒要網友發文 2020-03-28 00:35 聯合報 / 記者王聖藜／台北報導   「卡神」楊蕙如被控指使網軍帶風向，台北地院昨二度開庭，傳喚楊蕙如出庭應訊。 記 者杜建重／攝影  台北地院審理「卡神」楊蕙如帶網路風向涉侮辱公署案，昨天傳喚楊女、楊女「網軍」下 線蔡福明開庭。蔡偵查中自白，審判時不認罪，律師甚至指檢察官偵辦輕案「是對言論自 由的獵巫」，檢方反擊說「那輕罪不用辦嗎？」  楊蕙如上一庭否認犯罪，她昨天說，「高雄組」ＬＩＮＥ群組二○一八年八月卅一日成立 ，同年九月六日才發生關西風災事件，颱風是天災，群組並非因天災成立，「義勇軍」群 組也是。楊蕙如說，她確實與網友聚餐，但沒有指示網友寫文章，她有請網友將網聞「推 高調」，但與犯罪無關。  楊蕙如被檢察官起訴，是由蔡福明在檢警偵辦時「自白」 咬出，法院上次開庭蔡未出庭 ，蔡昨天首次現身，對檢方控訴否認犯罪，同時請律師答辯。  律師陳澤嘉說，大阪辦事處不是公署，檢察官花費極大氣力去偵查刑度六個月以下案件、 四十五天後移審，且無限上綱不當連結外交官之死；蔡發文的主軸是在評論大阪辦事處功 效不佳，屬監督性言論，檢方起訴他是對言論自由的獵巫。  公訴檢察官陳照世說，若依律師說法，輕罪就不必辦了，不辦輕罪，那麼有些被依輕罪查 辦的人情何以堪？他說，大阪辦事處核發護照、簽證，都與公權力有關，蔡福明以「爛」 、「垃圾」、「老油條」批評，不能受言論自由的保障。  法官整理爭點包括「警方扣押蔡福明手機是否適法」、「大阪辦事處是否為法律上的公署 」、「楊蕙如與蔡福明有無犯意聯絡」等，訂五月八日再進行準備程序，當天勘驗警方辦 案光碟。  5.完整新聞連結 (或短網址):   6.備註: ( ︶︿︶)_╭∩╮   Q    ◢▲◣    ◢▲◣ S  ◢  \\██  //  ◣            發財發財 W 【'' )  ◢▄◣  ◢▄◣ ▎        發財發財 E ◥  |  ▼  ▍◢千◣ 發財發財 E ◥ \=== ︶︶    ===▎█万= 】 發財發財 T  ◥ ▃▃▃▃●▃▃▃▃ \◥両◤ 發財發財   ,2020-03-28 06:45:09
